Title,Image,Link
 緩解焦慮不安，5 穴道提升心靈自癒力,https://heho.com.tw/wp-content/uploads/2020/03/f3884b36e6e1371b4527ce87ab6c6c2b.png,https://heho.com.tw/archives/74460
 擁有好腸胃，保健腸胃必學 5 穴位,https://heho.com.tw/wp-content/uploads/2020/03/78bed909bd676b9d6b33d592d6c2c52a.png,https://heho.com.tw/archives/71830
 對付肩頸痠痛，按摩４個穴道馬上見效！,https://heho.com.tw/wp-content/uploads/2020/02/對付肩頸痠痛，4個穴道馬上見效-01.png,https://heho.com.tw/archives/69039
 啟動身體免疫力！5個穴道解決身體小毛病,https://heho.com.tw/wp-content/uploads/2020/01/啟動身體免疫力5個穴道解決身體小毛病.png,https://heho.com.tw/archives/65873
 ４大穴道解痠痛，打掃不再腰痠背痛！,https://heho.com.tw/wp-content/uploads/2020/01/4大穴道解痠痛打掃不再腰痠背痛-2.png,https://heho.com.tw/archives/63507
 對抗流感，常按４穴道提升免疫力！,https://heho.com.tw/wp-content/uploads/2020/01/對抗流感，常按4穴道提升免疫力.png,https://heho.com.tw/archives/64156
 全身各種疼痛，6穴道對症來解,https://heho.com.tw/wp-content/uploads/2020/01/全身各種疼痛，6穴道對症來解.png,https://heho.com.tw/archives/63109
 冬天養腎補氣！按4穴道提高免疫力 不怕生病,https://heho.com.tw/wp-content/uploads/2019/12/冬天養腎補氣按4穴道提高免疫力不怕生病_01.png,https://heho.com.tw/archives/61413
 保養呼吸道！6個穴道清肺又排毒,https://heho.com.tw/wp-content/uploads/2019/11/保養呼吸道！6個穴道清肺又排毒.png,https://heho.com.tw/archives/60379
 溫差大要當「心」，按摩穴道穩血壓防疾病,https://heho.com.tw/wp-content/uploads/2019/11/20191119-溫差大要當「心」，按摩穴道穩血壓防疾病.png,https://heho.com.tw/archives/59883
 養生必備！6個補氣強身的特效穴位,https://heho.com.tw/wp-content/uploads/2019/11/養生必備！6個補氣強身的特效穴位.png,https://heho.com.tw/archives/59263
 頭皮屑多又頻掉髮？5穴道對付頭髮煩惱,https://heho.com.tw/wp-content/uploads/2019/10/20191030-頭皮屑多又頻掉髮？對付頭髮煩惱5穴道.png,https://heho.com.tw/archives/58948
 變天就頭痛，按摩 4 穴道擊退天氣痛！,https://heho.com.tw/wp-content/uploads/2019/10/變天就頭痛，按摩4穴道擊退天氣痛！.png,https://heho.com.tw/archives/58485
 喉嚨癢癢快感冒，按 4 穴道保養呼吸道,https://heho.com.tw/wp-content/uploads/2019/10/20191016-喉嚨癢癢快感冒，按4穴道保養呼吸道.png,https://heho.com.tw/archives/58191
 6個穴道助代謝，脂肪不囤積!,https://heho.com.tw/wp-content/uploads/2018/02/不讓年貨囤積，6招提升代謝-01.png,https://heho.com.tw/archives/8400
 暈車按穴道有解，不讓出遊好掃興,https://heho.com.tw/wp-content/uploads/2019/10/暈車按穴道有解，不讓出遊好掃興-01.png,https://heho.com.tw/archives/8305
 嘴破怎麼辦？４穴道消炎解痛更快好,https://heho.com.tw/wp-content/uploads/2019/10/嘴破怎麼辦？4穴道消炎解痛更快好.png,https://heho.com.tw/archives/57857
 中醫治療脂肪肝 3種類型按摩穴道來調理,https://heho.com.tw/wp-content/uploads/2019/10/中醫治療脂肪肝，3種類型按摩穴道來調理.png,https://heho.com.tw/archives/57554
 夜咳、有痰可能是肺臟太濕了，快按５穴位讓濕氣退散！,https://heho.com.tw/wp-content/uploads/2018/12/除濕穴道-01.png,https://heho.com.tw/archives/57355
 氣虛讓人易累又嗜睡，5大補氣穴位補出好元氣！,https://heho.com.tw/wp-content/uploads/2019/09/氣虛讓人易累又嗜睡，5大補氣穴位補出好元氣！.png,https://heho.com.tw/archives/57073
 擊退黑眼圈，中醫教你按 6 穴道！,https://heho.com.tw/wp-content/uploads/2019/09/擊退黑眼圈，中醫教你按6穴道！.png,https://heho.com.tw/archives/56654
 4穴道養心通氣，越按心臟越健康,https://heho.com.tw/wp-content/uploads/2019/08/4穴道養心通氣，越按心臟越健康.png,https://heho.com.tw/archives/55582
 動不動就大爆汗？按4穴道止汗、調理多汗症狀！,https://heho.com.tw/wp-content/uploads/2019/08/動不動就大爆汗？按摩4穴道調理多汗症狀_01.png,https://heho.com.tw/archives/54960
 按穴道也能消痘痘，4種類型「痘」有效！,https://heho.com.tw/wp-content/uploads/2019/08/按穴道也能消痘痘，4種類型「痘」有效-1.png,https://heho.com.tw/archives/54400
 ５個神奇穴位，除體濕、調節內分泌！,https://heho.com.tw/wp-content/uploads/2019/07/5個神奇穴位，除體濕、調節內分泌_1.png,https://heho.com.tw/archives/53962
 脹氣、胃痛、消化不良？按4穴道顧胃養好身,https://heho.com.tw/wp-content/uploads/2019/07/脹氣、胃痛、消化不良？按4穴道來顧胃養好胃_01.png,https://heho.com.tw/archives/53194
 按穴道通經活絡，打造出易瘦體質,https://heho.com.tw/wp-content/uploads/2019/05/按穴道通經活絡，打造出易瘦體質-01.png,https://heho.com.tw/archives/50437
 養肺顧氣管，預防感冒就按４穴道！,https://heho.com.tw/wp-content/uploads/2019/05/養肺顧氣管，預防感冒就按四穴道！.png,https://heho.com.tw/archives/49819
 夏天濕熱易上火？揉按4穴道祛濕除熱好養身,https://heho.com.tw/wp-content/uploads/2019/05/夏天濕熱易上火？揉按4穴道祛濕除熱養好身_01.png,https://heho.com.tw/archives/49020
 按摩４個穴道，化解憂鬱不煩燥,https://heho.com.tw/wp-content/uploads/2019/04/心情鬱悶、煩躁，按摩4穴道理氣化憂鬱！-01.png,https://heho.com.tw/archives/47817
 腸躁症讓人便秘又腹瀉！中醫教你4穴位遠離它,https://heho.com.tw/wp-content/uploads/2019/04/腸躁症又便秘又腹瀉！中醫教你4穴位遠離它_01.png,https://heho.com.tw/archives/45938
 夜咳、有痰可能是肺臟太濕了，快按５穴位讓濕氣退散！,https://heho.com.tw/wp-content/uploads/2018/12/除濕穴道-01.png,https://heho.com.tw/archives/33746
 穴道按摩有效緩解癌症治療副作用,https://heho.com.tw/wp-content/uploads/2019/04/按摩穴道有效減輕癌症副作用01.png,https://heho.com.tw/archives/44559
 膝蓋痛又無力？快按４穴道活絡氣血護膝蓋,https://heho.com.tw/wp-content/uploads/2019/03/膝蓋痛又無力４穴道活絡氣血護膝蓋.png,https://heho.com.tw/archives/43890
 養氣血、解肝氣，春天養肝就按這4穴道！,https://heho.com.tw/wp-content/uploads/2019/03/養肝穴道-01.png,https://heho.com.tw/archives/43710
 告別手腳麻木！５個超有效穴位大公開,https://heho.com.tw/wp-content/uploads/2018/09/老人手腳麻木穴道-01.jpg,https://heho.com.tw/archives/22330
 輕敲６穴位通氣血，擊退偏頭痛！,https://heho.com.tw/wp-content/uploads/2019/03/偏頭痛穴道-01.png,https://heho.com.tw/archives/41847
 想要降血壓、助眠、緩解焦慮，就快按腳上6個黃金穴道！,https://heho.com.tw/wp-content/uploads/2019/03/黃金6穴道-01.png,https://heho.com.tw/archives/41074
 打通經絡　痠痛不在！６個治痠痛穴道，肩頸腰痠一次Ｋ.Ｏ,https://heho.com.tw/wp-content/uploads/2019/03/舒緩肩頸痠痛的自癒點2.png,https://heho.com.tw/archives/40602
 解便秘這招有效！4 個實用通便穴道按摩,https://heho.com.tw/wp-content/uploads/2019/03/解便秘這招有效！4個實用通便穴位_01.png,https://heho.com.tw/archives/40513
 跑步跑到胃痛！快按這３大穴位速緩解,https://heho.com.tw/wp-content/uploads/2019/02/跑步胃抽筋穴位-01.png,https://heho.com.tw/archives/40039
 有催生作用！懷孕時不能碰這６個按摩穴位,https://heho.com.tw/wp-content/uploads/2019/02/懷孕不能按的穴道-01.png,https://heho.com.tw/archives/39924
 ８穴道提升代謝、除脂肪！讓你年後不發胖,https://heho.com.tw/wp-content/uploads/2019/01/助代謝穴道-01.png,https://heho.com.tw/archives/37908
 感冒好難受，按７穴道止咳化痰、通鼻塞,https://heho.com.tw/wp-content/uploads/2018/01/按摩7穴道，化痰止咳通鼻塞_過年版.png,https://heho.com.tw/archives/7526
 聚餐吃太飽胃脹氣？５穴位快速緩解脹氣、胃不適,https://heho.com.tw/wp-content/uploads/2019/01/消除胃脹氣穴道.png,https://heho.com.tw/archives/37902
 按壓手掌６穴位，輕鬆保養五臟六腑,https://heho.com.tw/wp-content/uploads/2019/01/五臟六腑_手掌-01.png,https://heho.com.tw/archives/37152
 按對穴道紓壓保健康，上班族必備6穴道,https://heho.com.tw/wp-content/uploads/2018/07/上班族必備6種實用穴道-，舒壓保健康-01.png,https://heho.com.tw/archives/18156
 揉按5穴位，改善偶發的頭暈目眩,https://heho.com.tw/wp-content/uploads/2018/12/頭暈目眩揉按3穴位有效解決.png,https://heho.com.tw/archives/33412
 胸悶Get Out！4穴道讓你『解悶』，大口呼吸,https://heho.com.tw/wp-content/uploads/2018/03/胸悶穴道-01.jpg,https://heho.com.tw/archives/9421
 冬天皮在癢，敲打肺經、按穴道止癢有解!,https://heho.com.tw/wp-content/uploads/2018/12/敲打肺經_按穴道改善冬季癢！.png,https://heho.com.tw/archives/30075
 腳麻動不了嗎？３個急救穴位，即按即舒緩！,https://heho.com.tw/wp-content/uploads/2018/11/腿麻穴道-01.png,https://heho.com.tw/archives/29020
 治療失智症中醫也可以！５大穴道延緩退化,https://heho.com.tw/wp-content/uploads/2018/11/治療失智穴道-01.png,https://heho.com.tw/archives/28792
 養腎養好髮！按3大腎經穴位養出烏黑秀髮,https://heho.com.tw/wp-content/uploads/2018/11/1640833352.0944.png,https://heho.com.tw/archives/28690
 多夢、淺眠、難入睡！對症按穴道助你好眠,https://heho.com.tw/wp-content/uploads/2018/11/淺眠、多夢、難入睡，對症改善好入眠！-01.png,https://heho.com.tw/archives/27751
 長期久坐，水腫成蘿蔔腿！中醫傳授４穴位，小腿快速瘦一圈,https://heho.com.tw/wp-content/uploads/2018/11/瘦小腿穴道-01.png,https://heho.com.tw/archives/27685
 感冒用穴道大全，不適症狀按一按都舒緩,https://heho.com.tw/wp-content/uploads/2018/11/感冒用穴道大全，不適症狀按一按都舒緩-01.png,https://heho.com.tw/archives/27098
 對抗掉髮、禿頭危機，就按摩6穴道保養頭皮,https://heho.com.tw/wp-content/uploads/2018/10/對抗掉髮、禿頭危機，用6穴道保養頭皮-01.png,https://heho.com.tw/archives/26175
 甲狀腺亢進不適症狀，巧按穴道助舒緩,https://heho.com.tw/wp-content/uploads/2018/10/甲狀腺亢進的不適，巧按穴道助舒緩-01.png,https://heho.com.tw/archives/26052
 坐立難安好煩躁？按摩穴道疏肝理氣遠焦慮,https://heho.com.tw/wp-content/uploads/2018/10/坐立難安好煩躁-按摩穴位疏肝理氣遠焦慮-02.png,https://heho.com.tw/archives/25066
 眼睛陷『荒漠』危機！６大穴位按摩改善乾眼症,https://heho.com.tw/wp-content/uploads/2018/10/乾眼症穴位-01.jpg,https://heho.com.tw/archives/24474
 按摩6穴道，調理自律神經不失調,https://heho.com.tw/wp-content/uploads/2018/10/按摩6穴道_調理自律神經不失調.png,https://heho.com.tw/archives/24458
 容易恐慌又焦慮！快按５穴位　ＫＯ緊繃狀態！,https://heho.com.tw/wp-content/uploads/2018/10/舒緩恐慌焦慮的穴道-01.jpg,https://heho.com.tw/archives/23716
 年長者眼茫茫，舒緩疲勞眼，按壓４穴位,https://heho.com.tw/wp-content/uploads/2018/09/舒緩眼睛穴位-01.jpg,https://heho.com.tw/archives/21863
 降低血壓從頭到腳，不可不知5大穴道！,https://heho.com.tw/wp-content/uploads/2018/07/降低血壓從頭到腳，不可不知5大穴道！-01.png,https://heho.com.tw/archives/18849
 按這５穴道　腰、膝蓋痛、便祕一次改善,https://heho.com.tw/wp-content/uploads/2018/07/穴道.jpg,https://heho.com.tw/archives/18363
 止癢不用抓!異位性皮膚炎，按穴道也有效,https://heho.com.tw/wp-content/uploads/2018/06/止癢不用抓！異位性皮膚炎，按穴道也有效-01.png,https://heho.com.tw/archives/15828
 人體５大器官排毒穴道,https://heho.com.tw/wp-content/uploads/2018/06/內臟排毒穴道-01.jpg,https://heho.com.tw/archives/15237
 健康保「胃」戰！術養穴道，胃病不上門,https://heho.com.tw/wp-content/uploads/2018/06/健康保胃戰術養穴道不讓胃病找上門-2.png,https://heho.com.tw/archives/15088
 ２飲食＋４穴道，讓你烏髮又健髮！,https://heho.com.tw/wp-content/uploads/2018/06/掉髮穴道-01.jpg,https://heho.com.tw/archives/14835
 神奇5穴位讓你緩解牙齒疼痛！,https://heho.com.tw/wp-content/uploads/2018/05/牙齒痛穴位-01.jpg,https://heho.com.tw/archives/14673
 中暑不適，刮痧4穴位消暑氣,https://heho.com.tw/wp-content/uploads/2018/05/中暑不適，-4穴位刮痧消暑氣-01.png,https://heho.com.tw/archives/14261
 壓力大、心情差讓你肝脾失和，按6穴道遠離他,https://heho.com.tw/wp-content/uploads/2018/05/壓力大-心情差讓你肝脾失和，按6穴道遠離他-1.png,https://heho.com.tw/archives/13591
 更年期困擾，8穴道助緩解!,https://heho.com.tw/wp-content/uploads/2018/05/更年期困擾，8穴道緩解-01.png,https://heho.com.tw/archives/13354
 舉手不「肩」難，按壓4穴道舒緩50肩,https://heho.com.tw/wp-content/uploads/2018/04/按4穴舒緩50肩，舉手不「肩」難-.png,https://heho.com.tw/archives/12259
 女性不可不知，平衡荷爾蒙黃金4穴位!,https://heho.com.tw/wp-content/uploads/2018/04/女性不可不知4穴位，術養平衡荷爾蒙-01-e1524032220787.png,https://heho.com.tw/archives/12003
 按這5穴道，讓你精神百倍身體好,https://heho.com.tw/wp-content/uploads/2018/03/春睏提神-01.jpg,https://heho.com.tw/archives/10470
 打嗝不停時，這2個穴位讓你立即止嗝！,https://heho.com.tw/wp-content/uploads/2018/03/止嗝-01.jpg,https://heho.com.tw/archives/10334
 6大穴位讓你肩頸放鬆又能豐胸！,https://heho.com.tw/wp-content/uploads/2018/03/豐胸-01.jpg,https://heho.com.tw/archives/9983
 每天按4大穴道3分鐘，糖尿病就有改善!,https://heho.com.tw/wp-content/uploads/2018/03/改善糖尿病有4大金剛穴-01.png,https://heho.com.tw/archives/9177
 止咳四穴道，急性和久咳都適用！,https://heho.com.tw/wp-content/uploads/2018/03/止咳穴位-01.jpg,https://heho.com.tw/archives/9166
 春天養肝最好，4個穴道提升免疫力,https://heho.com.tw/wp-content/uploads/2018/03/春天養肝，4穴道補氣防病-01.png,https://heho.com.tw/archives/8854
 你該知道耳朵上的瘦身穴道,https://heho.com.tw/wp-content/uploads/2018/02/按耳朵就能瘦.png,https://heho.com.tw/archives/8487
 吃太飽不舒服，按4個穴道KO脹氣、消化不良,https://heho.com.tw/wp-content/uploads/2018/02/4穴道3分鐘KO胃脹消化不良.png,https://heho.com.tw/archives/8285
 鼻子又不舒服了嗎 ?按摩這些穴位改善過敏鼻,https://heho.com.tw/wp-content/uploads/2017/12/術養四穴位，緩解鼻過敏-01.jpg,https://heho.com.tw/archives/3980
 按這些穴位就對了！幫助降低你的腦中風危機,https://heho.com.tw/wp-content/uploads/2017/12/術養穴位降低腦中風危機-01.jpg,https://heho.com.tw/archives/3858
 冬季養生先養腎，術養四穴位,https://heho.com.tw/wp-content/uploads/2017/12/冬季養生先養腎，術養四穴位_-01.jpg,https://heho.com.tw/archives/3723
 穴位不再只在腳底啦！！！腳背也可以,https://heho.com.tw/wp-content/uploads/2017/11/腳背穴道-03.png,https://heho.com.tw/archives/2716
 緩解經痛4穴位,https://heho.com.tw/wp-content/uploads/2017/10/緩解經痛4穴位-2-01.png,https://heho.com.tw/archives/1557
 舒緩肩頸酸痛的重要穴位,https://heho.com.tw/wp-content/uploads/2017/10/舒緩-01.jpg,https://heho.com.tw/archives/1523
